timestamp,scenario,origin_pods,cache_pods,origin_cpu_mcores,cache_cpu_mcores,origin_mem_MiB,cache_mem_MiB,throughput_rps,cache_hit_ratio,current_replicas
2025-12-27T19:45:54.651100,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:46:04.979485,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:46:15.305293,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:46:25.635740,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:46:35.981278,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:46:46.304883,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:46:56.632485,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:47:06.952806,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:47:17.278583,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:47:27.601022,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:47:37.931762,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:47:48.247012,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:47:58.566721,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:48:08.900488,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:48:19.245700,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:48:29.571262,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:48:39.890911,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:48:50.213399,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:49:00.526167,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:49:10.845560,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:49:21.182498,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:49:31.509933,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:49:41.837222,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:49:52.157394,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:50:02.478415,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:50:12.805617,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:50:23.122737,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:50:33.453663,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:50:43.780719,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:54:16.447200,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:54:26.767379,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:54:37.084743,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:54:47.425925,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:54:57.745476,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:55:08.085782,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:55:18.411833,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:55:28.731825,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
2025-12-27T19:55:39.083669,S2,1,0,0.0,0.0,4.0,0.0,0.0,0.0,1
